Image,Title,Price,Ratings,Review,Monthly Sales
https://m.media-amazon.com/images/I/81T3olLXpUL._AC_UL320_.jpg,"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger","6,249",4.0 out of 5 stars,"6,900",5K+ bought in past month
https://m.media-amazon.com/images/I/61B5hIAmvdL._AC_UL320_.jpg,"boAt Rockerz 113 (2025 Launch), 40 Hrs Playback, Dual Pair, Fast Charge, Enx Tech, Low Latency, Magnetic Buds, Bluetooth Neckband, Wireless with Mic in Ear Earphones(Active Black)",799,4.0 out of 5 stars,"1,904",5K+ bought in past month
https://m.media-amazon.com/images/I/513OSdW4elL._AC_UL320_.jpg,Apple EarPods (USB-C) ​​​​​​​,"1,649",4.2 out of 5 stars,"5,237",10K+ bought in past month
https://m.media-amazon.com/images/I/61W8xeZTwxL._AC_UL320_.jpg,"Ambrane Unbreakable 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets & other Type C devices, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",179,4.0 out of 5 stars,"80,087",10K+ bought in past month
https://m.media-amazon.com/images/I/21rFLTV3tML._AC_UL320_.jpg,"Apple 20W USB-C Power Adapter (for iPhone, iPad & AirPods)","1,649",4.5 out of 5 stars,"93,756",10K+ bought in past month
https://m.media-amazon.com/images/I/513ugd16C6L._AC_UL320_.jpg,Boat BassHeads 100 in-Ear Headphones with Mic (Black),349,4.1 out of 5 stars,"426,326",5K+ bought in past month
https://m.media-amazon.com/images/I/71YWoU4RHBL._AC_UL320_.jpg,"Duracell Alkaline AAA Battery, Pack of 10, Everyday Devices, Clock, Toy, Remote",199,4.4 out of 5 stars,"31,348",5K+ bought in past month
https://m.media-amazon.com/images/I/51oMWaW7tKL._AC_UL320_.jpg,"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [Deep Grey]","1,799",4.2 out of 5 stars,"30,324",10K+ bought in past month
https://m.media-amazon.com/images/I/614gbl-O98L._AC_UL320_.jpg,"boAt Airdopes 311 Pro, 50HRS Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Active Black)",799,3.6 out of 5 stars,"24,384",5K+ bought in past month
https://m.media-amazon.com/images/I/61z3Rc-L94L._AC_UL320_.jpg,"Fastrack Fpods FE100|BT5.4 TWS in Ear Earbuds, 40Hrs Playtime, 13mm Extra Deep Bass Drivers, Dual Mic ENC for Crystal Clear Calls, Low Latency Gaming Mode Upto 60ms - 120 Mins in 10 Mins",448,3.6 out of 5 stars,"4,276",5K+ bought in past month
https://m.media-amazon.com/images/I/51UhwaQXCpL._AC_UL320_.jpg,"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Magico Black)","1,599",4.1 out of 5 stars,"206,616",9K+ bought in past month
https://m.media-amazon.com/images/I/71z4OGj4beL._AC_UL320_.jpg,"Duracell Alkaline AA Battery, Pack of 10, Everyday Devices, Clock, Toy, Remote",199,4.4 out of 5 stars,"31,348",5K+ bought in past month
https://m.media-amazon.com/images/I/51GGwjwSr0L._AC_UL320_.jpg,"Portronics Conch Theta C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(White)",249,4.0 out of 5 stars,"3,245",5K+ bought in past month
https://m.media-amazon.com/images/I/61Io5-ojWUL._AC_UL320_.jpg,"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage) | Lifetime Display Warranty | 5500 mAh Battery, 80W SUPERVOOC and Reverse Charging | 50MP Camera with OIS | 120Hz AMOLED Display","16,998",4.2 out of 5 stars,"9,482",5K+ bought in past month
https://m.media-amazon.com/images/I/51nBTTG3hNL._AC_UL320_.jpg,"OnePlus Nord Buds 3r TWS Earbuds up to 54 Hours Playback, 2-mic Clear Calls, 3D Spatial Audio, AI Translation, 12.4mm Drivers, Dual-Device Connectivity, 47ms Low Latency - Ash Black","1,799",4.2 out of 5 stars,"30,324",
https://m.media-amazon.com/images/I/610NUM9jlxL._AC_UL320_.jpg,"iQOO Neo 10R 5G (Moonknight Titanium, 8GB RAM, 256GB Storage) | Snapdragon 8s Gen 3 Processor | India's Slimmest 6400mAh Battery Smartphone | Segment's Most Stable 90FPS for 5 Hours","26,999",4.4 out of 5 stars,"3,224",3K+ bought in past month
https://m.media-amazon.com/images/I/41a5w8F1xGL._AC_UL320_.jpg|https://m.media-amazon.com/images/I/11hfR5Cq9GL._SS200_.png,Tapo C200 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV White,"1,399",4.2 out of 5 stars,"140,112",5K+ bought in past month
https://m.media-amazon.com/images/I/512UVkoMMEL._AC_UL320_.jpg,"Samsung Original 25W Type-C Travel Adaptor Without Cable, White",999,4.4 out of 5 stars,"43,706",10K+ bought in past month
https://m.media-amazon.com/images/I/7180ZAZmERL._AC_UL320_.jpg,"SanDisk Ultra 64GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones",569,4.4 out of 5 stars,"59,061",5K+ bought in past month
https://m.media-amazon.com/images/I/71SJv6Lop-L._AC_UL320_.jpg,"boAt Airdopes 131/8 with 60 Hrs Playback, ASAP Charge Truly Wireless Bluetooth in Ear Earbuds with Mic (Active Black)",699,4.1 out of 5 stars,"2,658",5K+ bought in past month
https://m.media-amazon.com/images/I/611RCy1XjsL._AC_UL320_.jpg,"rts Universal Travel Adapter, International All in One Worldwide Travel Adapter and Wall Charger with USB Ports with Multi Type Power Outlet USB 2.1A,100-250 Voltage Travel Charger (Black)",582,4.2 out of 5 stars,"13,974",5K+ bought in past month
https://m.media-amazon.com/images/I/61vww2LWl9L._AC_UL320_.jpg,"iQOO Z10 Lite 5G (Titanium Blue, 6GB RAM, 128GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTuTu Score | IP64 Rated & Military Grade Shock-Resistance*","10,998",4.0 out of 5 stars,"2,162",5K+ bought in past month
https://m.media-amazon.com/images/I/51a1LryFTZS._AC_UL320_.jpg,"Dell MS116 Wired Optical Mouse - High Precision 1000DPI Sensor, USB Connectivity, Ergonomic Ambidextrous Design, Smooth Scrolling, Ideal for Office & Home Use - Black",289,4.4 out of 5 stars,"45,091",5K+ bought in past month
https://m.media-amazon.com/images/I/71kmALRtskL._AC_UL320_.jpg,"JK Copier Paper - A4, 75 GSM, 1 Ream, 500 Sheets",291,4.2 out of 5 stars,"18,554",10K+ bought in past month
https://m.media-amazon.com/images/I/61ZhdxuLwML._AC_UL320_.jpg,"APC Back-UPS Pro BR1000G-IN, 1000VA / 600W, 230V UPS System, High-Performance Premium Power Backup & Protection for Home Office, Desktop PC, Gaming Console & Home Electronics","15,000",4.2 out of 5 stars,"2,485",
https://m.media-amazon.com/images/I/81gwpOtz+1L._AC_UL320_.jpg,Lenco Record Player LS-10 - Turntable with Integrated Speakers,"13,963",3.6 out of 5 stars,139,
https://m.media-amazon.com/images/I/61L9j8eH6fL._AC_UL320_.jpg,"Lenco LS-50 Turntable Brown, LS-50WD","21,887",3.9 out of 5 stars,339,
https://m.media-amazon.com/images/I/61Lfhj2LdxL._AC_UL320_.jpg,"Portronics iKonnect C Pro Type C to 3.5 mm Audio Jack Connector with DAC Headphone Converter Adapter Compatible with iPhone 15 Pro Max/15 Pro/15 Plus, Galaxy S23/S22/S21/S208 & Other Type C Phones",218,3.8 out of 5 stars,"7,303",6K+ bought in past month
https://m.media-amazon.com/images/I/51IEZWXSkgL._AC_UL320_.jpg,"GM 3060 Extension Board 10Amp Output 250 Volts with 2 Mtr Extension Cord & Surge Protector | Master Switch, Safety Shutter, 4 International Sockets | Multi Plug Travel Adapter for Home Appliances",419,4.4 out of 5 stars,"64,946",5K+ bought in past month
https://m.media-amazon.com/images/I/61+SW9nDTEL._AC_UL320_.jpg,"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Active Black)","1,299",3.9 out of 5 stars,"239,523",5K+ bought in past month
https://m.media-amazon.com/images/I/713Lr2oNWaL._AC_UL320_.jpg,"boAt Airdopes 91 Prime, 45HRS Battery, 13mm Drivers, Metallic Finish, Low Latency,ENx Tech, Fast Charge, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Midnight Black)",699,3.4 out of 5 stars,"9,148",5K+ bought in past month
https://m.media-amazon.com/images/I/51Bl64-+u7L._AC_UL320_.jpg,"Portronics Conch Theta C in Ear Type C Wired Earphones with in Line HD Mic, Powerful Audio, 14.2mm Driver, Unique Earbuds Design, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(Black)",249,4.0 out of 5 stars,"3,245",5K+ bought in past month
https://m.media-amazon.com/images/I/71MhtZF5NWL._AC_UL320_.jpg,"Ambrane Unbreakable 60W Fast Charging 1.5M Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",129,4.0 out of 5 stars,"80,087",9K+ bought in past month
https://m.media-amazon.com/images/I/61qlK8MUyiL._AC_UL320_.jpg,GLUN® Multiuse Finger Counter Portable Hand Finger Counting Machine Digital Head Electronic Tally Counter Pack of 3,148,4.2 out of 5 stars,"1,580",10K+ bought in past month
https://m.media-amazon.com/images/I/71maWXZscfL._AC_UL320_.jpg,"Safari Omega spacious/large laptop backpack with Raincover, college bag, travel bag for men and women, Black, 30 Litre",599,4.1 out of 5 stars,"9,244",7K+ bought in past month
https://m.media-amazon.com/images/I/616jdfyhw8L._AC_UL320_.jpg,"Portronics Bridge Y USB 3.0 to Type C OTG Adaptor, 10Gbps High Speed Data Transfer, Thunderbolt to USB Adapter, Compatible for All Type C Devices, Smartphone, Laptops, Tablets, Chargers, MacBook",119,4.3 out of 5 stars,"4,418",9K+ bought in past month
https://m.media-amazon.com/images/I/61Vb6GsQgrL._AC_UL320_.jpg,"iQOO Z10 Lite 5G (Cyber Green, 6GB RAM, 128GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTuTu Score | IP64 Rated & Military Grade Shock-Resistance*","10,998",4.0 out of 5 stars,"2,162",5K+ bought in past month
https://m.media-amazon.com/images/I/41KuRShR97L._AC_UL320_.jpg,"Portronics Toad 23 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, Optical Orientation, Click Wheel, Adjustable DPI(Black)",289,4.0 out of 5 stars,"14,910",5K+ bought in past month
https://m.media-amazon.com/images/I/51vMo-pHZ5L._AC_UL320_.jpg,"ZEBRONICS Blanc Slim Wireless Mouse with Rechargeable Battery, BT + 2.4GHz, 4 Buttons, 800/1200/1600 DPI, Silent Operation, Multicolor LED Lights",349,4.0 out of 5 stars,"4,527",5K+ bought in past month
https://m.media-amazon.com/images/I/317eB4+yU6L._AC_UL320_.jpg,Apple EarPods with Lightning Connector,"1,599",4.2 out of 5 stars,"5,797",8K+ bought in past month
https://m.media-amazon.com/images/I/619SYpRQzVL._AC_UL320_.jpg,"Kratos K2 Selfie Stick with Tripod Stand, 3 in 1 Multifunctional design, Rechargable LED Light with Two Brighness Levels for Make up, Selfie, Vlogging & Photo Shoot, Selfie stick with Bluetooth Remote",299,4.0 out of 5 stars,"2,548",7K+ bought in past month
https://m.media-amazon.com/images/I/81dsWgzXLrL._AC_UL320_.jpg,SOFTSPUN Microfiber Cloth - 4 pcs - 40x40 cms - 340 GSM Grey! Thick Lint & Streak-Free Multipurpose Cloths - Automotive Microfibre Towels for Car Bike Cleaning Polishing Washing & Detailing.,299,4.3 out of 5 stars,"100,363",9K+ bought in past month
https://m.media-amazon.com/images/I/61HfkIB-2rL._AC_UL320_.jpg,"Scotch Extreme Double Sided Tape by 3M, 1M Holds 6.7Kg, Works On Uneven Surfaces, Weather Resistant, Works On Indoor, Outdoor, Auto Interior Surfaces, (L: 1.5m, W: 19mm), Black",202,3.9 out of 5 stars,"6,712",8K+ bought in past month
https://m.media-amazon.com/images/I/519DDBTBbzL._AC_UL320_.jpg,"OnePlus Nord Buds 3 Truly Wireless Bluetooth in Ear Earbuds with Up to 32Db Active Noise Cancellation,10Mins for 11Hours Fast Charging with Up to 43H Music Playback -Harmonic Gray","2,399",4.2 out of 5 stars,"9,189",9K+ bought in past month
https://m.media-amazon.com/images/I/61xNG4wjOuL._AC_UL320_.jpg,"HP v236w USB 2.0 64GB Pen Drive, Metal",399,4.2 out of 5 stars,"79,953",5K+ bought in past month
https://m.media-amazon.com/images/I/61H1dMNTSnL._AC_UL320_.jpg,"Syvo WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras",799,4.2 out of 5 stars,"31,740",5K+ bought in past month
https://m.media-amazon.com/images/I/61cpxtAOkFL._AC_UL320_.jpg,Fujifilm Instax Mini Picture Format Film (20 Shots),"1,399",4.4 out of 5 stars,"204,433",5K+ bought in past month
https://m.media-amazon.com/images/I/41xp0NCaW4L._AC_UL320_.jpg,"TP-Link TL-WA850RE N300 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode","1,129",4.1 out of 5 stars,"198,381",5K+ bought in past month
https://m.media-amazon.com/images/I/41xAn0iwc6L._AC_UL320_.jpg,"Logitech M186 Wireless Mouse, 2.4GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop",399,4.1 out of 5 stars,"2,366",5K+ bought in past month
https://m.media-amazon.com/images/I/61rHPXzwAKL._AC_UL320_.jpg,Casio FX-991CW Classwiz Non-Programmable Scientific Calculator,"1,499",4.5 out of 5 stars,"2,005",5K+ bought in past month
https://m.media-amazon.com/images/I/71dhDqkgHPL._AC_UL320_.jpg,"GRENARO Mic for YouTube Wireless, 3-Level Adjustable Noise Reduction Mic Wireless, Wireless Microphone for Youtubers with LED Indicator Light (Single Channel Type-C Port Version)",755,3.9 out of 5 stars,"1,097",7K+ bought in past month
https://m.media-amazon.com/images/I/61iSV4o+X-L._AC_UL320_.jpg,"boAt BassHeads 225 in-Ear Super Extra Bass Wired Headphones, with Mic (Black)",499,4.0 out of 5 stars,"116,480",5K+ bought in past month
https://m.media-amazon.com/images/I/71JKAX3hVRL._AC_UL320_.jpg,"Ambrane 360° Rotation, Foldable Design Mobile Stand with Stable Metalic Round Base, Multiple Height & Angle adjustments Compatible with Smartphones, Tablets, Kindles & iPad (Twistand 360, Black)",179,4.5 out of 5 stars,785,4K+ bought in past month
https://m.media-amazon.com/images/I/61wL8Qbo0HL._AC_UL320_.jpg,"iQOO Neo 10R 5G (Raging Blue, 8GB RAM, 256GB Storage) | Snapdragon 8s Gen 3 Processor | India's Slimmest 6400mAh Battery Smartphone | Segment's Most Stable 90FPS for 5 Hours","26,999",4.4 out of 5 stars,"3,224",2K+ bought in past month
https://m.media-amazon.com/images/I/71E0VC4P5KL._AC_UL320_.jpg,ZEBRONICS ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,449,3.6 out of 5 stars,"43,131",5K+ bought in past month
https://m.media-amazon.com/images/I/41vBAaU8clL._AC_UL320_.jpg,"Xiaomi Power Bank 4i 20000mAh 33W Super Fast Charging PD |Smart 12 Layer Protection|Type C Input & Output|Triple Output Ports|Supports Android,Apple, Tablets, Earbuds,Watch(MI Powerbank),Black","1,999",4.2 out of 5 stars,"103,079",5K+ bought in past month
https://m.media-amazon.com/images/I/51Uh52zIEkL._AC_UL320_.jpg,"Ambrane Wired in Ear Earphones with in-line Mic for Clear Calling, 14mm Dynamic Drivers for BoostedBass, 3.5mm Jack, Multi-Functional Controller (Stringz 38 Lite, Green)",149,3.8 out of 5 stars,"6,703",5K+ bought in past month
https://m.media-amazon.com/images/I/71evPv-TvmL._AC_UL320_.jpg,"Samsung Galaxy M06 5G (Sage Green, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen of OS Upgrades | Without Charger","8,999",3.9 out of 5 stars,"2,924",4K+ bought in past month
https://m.media-amazon.com/images/I/61oPWuyuT2L._AC_UL320_.jpg,"boAt 2025 Launch Airdopes 219, 4Mics ENx, 40H Battery, Best in Segment for Calling, Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Forest Sage)","1,099",4.0 out of 5 stars,721,5K+ bought in past month
https://m.media-amazon.com/images/I/61xYkbf9BVL._AC_UL320_.jpg,Canon PIXMA PG47 Black Ink Cartridge,719,4.1 out of 5 stars,"8,629",5K+ bought in past month
https://m.media-amazon.com/images/I/61kBmC8NfGL._AC_UL320_.jpg,"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",320,4.3 out of 5 stars,"16,273",5K+ bought in past month
https://m.media-amazon.com/images/I/61FSJbnM3rL._AC_UL320_.jpg,"boAt Rockerz 113 (2025 Launch), 40 Hrs Playback, Dual Pair, Fast Charge, Enx Tech, Low Latency, Magnetic Buds, Bluetooth Neckband, Wireless with Mic in Ear Earphones(Ash Grey)",799,4.0 out of 5 stars,"1,904",5K+ bought in past month
https://m.media-amazon.com/images/I/61TAAu1LrqL._AC_UL320_.jpg,Portronics Konnect L POR-1403 Fast Charging 3A Type-C Cable 1.2 Meter with Charge & Sync Function for All Type-C Devices (White),119,4.1 out of 5 stars,"30,811",7K+ bought in past month
https://m.media-amazon.com/images/I/71FOccCOQmL._AC_UL320_.jpg,"boAt 2025 Launch Airdopes 219, 4Mics ENx, 40H Battery, Best in Segment for Calling, Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Carbon Black)","1,099",4.0 out of 5 stars,721,5K+ bought in past month
https://m.media-amazon.com/images/I/61atAl7U-aL._AC_UL320_.jpg,realme Buds 3 (3.5 mm) Wired in Ear Earphones with Mic (Black),599,3.8 out of 5 stars,586,8K+ bought in past month
https://m.media-amazon.com/images/I/51hZtBRUFBL._AC_UL320_.jpg,"Portronics Toad One Bluetooth Mouse with 2.4 GHz & BT 5.3 Dual Wireless, 6 Buttons, Rechargeable, RGB Lights, Connect 3 Devices, Ergonomic Design for Laptop, Smartphone, Tablet (Black)",549,4.3 out of 5 stars,"5,346",5K+ bought in past month
https://m.media-amazon.com/images/I/51sZ0bOotML._AC_UL320_.jpg,"OnePlus Bullets Wireless Z2 ANC Bluetooth in Ear Earphones with Mic, 45dB Hybrid ANC, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 28 Hrs Battery (Booming Black)","2,099",4.1 out of 5 stars,"206,616",5K+ bought in past month
https://m.media-amazon.com/images/I/61vaxn5X09L._AC_UL320_.jpg,"boAt Rockerz 255 Z Plus, AI-Enx Tech, Spatial Audio, 50HRS Battery, Low Latency Mode, Fast Charge, App Support, IPX4 BT V5.3, Bluetooth Neckband, Wireless With Mic In ear Phones (Active/Classic Black)","1,299",3.9 out of 5 stars,"239,523",5K+ bought in past month
https://m.media-amazon.com/images/I/61KKxQiKA+L._AC_UL320_.jpg,"Ajanta Quartz Ajanta Abstract Quartz Analog Wall Clock(32 Cm X 32 Cm X 3.5 Cm,White)",494,4.1 out of 5 stars,"76,766",6K+ bought in past month
https://m.media-amazon.com/images/I/610XWnl+nXL._AC_UL320_.jpg,"AllExtreme ‎CYL-06-T Multi-Purpose Bike Chain Cleaner Brush with Soft & Long Bristles Ideal for Quick Cleaning of Cycles, Motorcycles (Blue)",119,4.1 out of 5 stars,"8,432",7K+ bought in past month
https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL320_.jpg,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),229,4.3 out of 5 stars,"41,000",5K+ bought in past month
https://m.media-amazon.com/images/I/61vww2LWl9L._AC_UL320_.jpg,"iQOO Z10 Lite 5G (Titanium Blue, 4GB RAM, 128GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTuTu Score | IP64 Rated & Military Grade Shock-Resistance*","9,998",4.0 out of 5 stars,"2,162",5K+ bought in past month
https://m.media-amazon.com/images/I/61egMfcDWlL._AC_UL320_.jpg,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",579,4.0 out of 5 stars,"11,058",5K+ bought in past month
https://m.media-amazon.com/images/I/51b4M0M1b2L._AC_UL320_.jpg,amazon basics 10000mAh 20W Fast Charging Power Bank and 15W Wireless Output | Type C Power Delivery (Input & Output) Quick Charge| Two Way Fast Charge | Made in India (Black),"1,299",4.1 out of 5 stars,"1,695",7K+ bought in past month
https://m.media-amazon.com/images/I/61hbV9Qj9AL._AC_UL320_.jpg,"Eveready Ultima Alkaline AA Battery, 400% Longer Lasting, Anti-Leak Turbolock Technology, Eco-Friendly Batteries for High-Drain Devices Household Devices & Toys, Pack of 10",182,4.4 out of 5 stars,"4,473",7K+ bought in past month
https://m.media-amazon.com/images/I/819XqdkzjwL._AC_UL320_.jpg,"Redmi 13 5G Prime Edition, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","11,199",4.0 out of 5 stars,"2,011",5K+ bought in past month
https://m.media-amazon.com/images/I/61m+BuuwS3L._AC_UL320_.jpg,"Portronics Tune, 2-in-1 Wireless Car Receiver, Converts Wired Auto Android & CarPlay to Wireless, Bluetooth Connectivity, Only for Cars with OEM Installed Wired Android Auto/CarPlay (Black)","2,099",4.0 out of 5 stars,"1,485",6K+ bought in past month
https://m.media-amazon.com/images/I/81wJ+F7qehL._AC_UL320_.jpg,"JK Easy Copier Paper | A4 Size | 70 GSM | 500 Sheets | White Paper, 1 Ream | For Laserjet & Inkjet Printer | Fast Drying | Both Side Print | Eco Friendly | ColorLok (Pack of 1) | One Ream",258,4.2 out of 5 stars,"13,455",5K+ bought in past month
https://m.media-amazon.com/images/I/61+8YQqHC0L._AC_UL320_.jpg,"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)","1,599",4.1 out of 5 stars,"83,713",5K+ bought in past month
https://m.media-amazon.com/images/I/61rS2NX1vyL._AC_UL320_.jpg,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",149,4.0 out of 5 stars,"80,087",6K+ bought in past month
https://m.media-amazon.com/images/I/51NCNxkQ-YL._AC_UL320_.jpg,"Zebronics Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",94,3.8 out of 5 stars,"8,317",5K+ bought in past month
https://m.media-amazon.com/images/I/71RFdy6y6LL._AC_UL320_.jpg,"boAt Airdopes 141/8, Low Latency, ENx Tech, 42HRS Battery, Fast Charge, IWP, IPX4, v5.1 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Bold Black)",999,3.8 out of 5 stars,"84,026",5K+ bought in past month
https://m.media-amazon.com/images/I/71hWHCvPCLL._AC_UL320_.jpg,"Portronics Konnect X 60W Type C to Type C Unbreakable Nylon Braided Cable, 2M Fast Charging Cable for iPhone 15 series, iPad, Samsung Galaxy & other Type C Devices(Black)",149,4.3 out of 5 stars,"3,666",6K+ bought in past month
https://m.media-amazon.com/images/I/61Ow0V-mzkL._AC_UL320_.jpg,"realme Buds T200x True Wireless Earbuds with 12.4mm Dynamic Bass Drivers, 25 dB ANC, Quad Mic, 45ms Latency, Upto 48 Hrs Playback, Fast Charge, IP55 Rated, BT 5.4 (Pure Black)","1,299",4.0 out of 5 stars,"27,162",4K+ bought in past month
https://m.media-amazon.com/images/I/51OyrUyY3bL._AC_UL320_.jpg,"Portronics 80W Dual Output Fast Car Charger with Type-C PD & USB, LED Indicator, Charging Adapter Compatible with Cars for iPhone & Android Smartphone, Smartwatch, Earbud, Power Bank (Black)",349,4.3 out of 5 stars,"1,515",7K+ bought in past month
https://m.media-amazon.com/images/I/71WEyaxdKcL._AC_UL320_.jpg,"OFIXO 50 Meters (500 Gram) Food Wrapping Roll - Premium Non-Stick Butter Wrapping. Food Wrapping, Re-heatable, Oven Safe Parchment",159,4.2 out of 5 stars,"3,829",5K+ bought in past month
https://m.media-amazon.com/images/I/61Vb6GsQgrL._AC_UL320_.jpg,"iQOO Z10 Lite 5G (Cyber Green, 4GB RAM, 128GB Storage) | 6000 mAh Battery | Dimensity 6300 5G Processor with 433K+* AnTuTu Score | IP64 Rated & Military Grade Shock-Resistance*","9,998",4.0 out of 5 stars,"2,162",5K+ bought in past month
https://m.media-amazon.com/images/I/51SedBxOvfL._AC_UL320_.jpg,"pTron Bassbuds Spark in-Ear TWS Earbuds with Stereo Sound, 40Hrs Playtime, Stereo Calls, Bluetooth V5.3 Headphones with Quick Pairing, Touch Control, Voice Assistant, Type C Charging & IPX5 (Black)",549,4.2 out of 5 stars,"1,494",6K+ bought in past month
https://m.media-amazon.com/images/I/51FeeXHe1nL._AC_UL320_.jpg,"SanDisk Ultra 128GB microSDXC UHS-I, 140MB/s R, Memory Card, 10 Y Warranty, for Smartphones","1,049",4.4 out of 5 stars,"59,061",5K+ bought in past month
https://m.media-amazon.com/images/I/51q07Jpq4fL._AC_UL320_.jpg,Oakter Mini UPS Basic for WiFi Router Broadband Modem | Supports 12V-2A Routers. Backup Upto 3 Hours | WiFi Router UPS Power Backup During Power Cuts| Current Surge & Deep Discharge Protection,899,4.2 out of 5 stars,896,5K+ bought in past month
https://m.media-amazon.com/images/I/71veSubNjuL._AC_UL320_.jpg,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,210,4.4 out of 5 stars,"30,092",5K+ bought in past month
https://m.media-amazon.com/images/I/61RBn+M0j3L._AC_UL320_.jpg,"Cubiker Engineered Wood Multipurpose Foldable Laptop Table with Cup Holder | Table Home Study Writing Table, Foldable and Portable/Ergonomic Edges (Black - 60[L] X 40[W] X 24[H] Cm)",599,4.0 out of 5 stars,"12,117",6K+ bought in past month
https://m.media-amazon.com/images/I/51JON7XePEL._AC_UL320_.jpg,Anchor by Panasonic 6A 3 Pin Multiplug Travel Adapter with Universal Socket | 3 Pin Multi Plug Universal Socket (White),159,4.4 out of 5 stars,"12,778",5K+ bought in past month
https://m.media-amazon.com/images/I/61+bsawcIJL._AC_UL320_.jpg,"boAt Airdopes 311 Pro, 50H Battery, Fast Charge, Dual Mics ENx Tech, Transparent LID, Low Latency, IPX4, IWP Tech, BT v5.3, Wireless TWS in Ear Earbuds with mic (Lavender Rush)",899,3.6 out of 5 stars,"24,384",4K+ bought in past month
